year,type,name,postal_code,num_cardholders,revenue_self_generated,revenue_total_operating,revenue_total_capital,expend_materials,expend_staff,expend_total_operating,num_print_volumes,num_e_book_audio_titles,hoopla,num_e_learning_services,num_took_e_learning_courses,num_workstations_internet,total_direct_circulation,program_attendance,num_tech_programs,ill_num_borrowed,ill_num_lent,num_use_wifi,num_visits_irl,num_visits_websites,population,households
2019,Public or Union Library,Hilton Union,P0R1G0,382,0,35923,0,3740,17527,32086,6262,80075,0,0,0,4,2870,79,10,56,0,20,36,0,465,525
2019,Public or Union Library,Hornepayne Twp,P0M1Z0,357,1685,133416,0,18752,89119,116347,7882,80557,0,1,1,3,5027,2201,34,246,200,46,141,30,980,514
2019,Public or Union Library,Huntsville,P1H1W4,5316,64547,1114031,0,143763,705462,1136202,48855,80075,1,2,75,17,149029,13419,110,1471,1370,449,2895,1759,15012,10958
2019,Contracting LSB,Hurkett LSB,P0T1K0,0,0,497,0,0,0,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,0
2019,"County, County co-operative or Regional Municipality Library",Huron County,N0M1L0,18141,34380,3166947,21022,360042,2285202,3165912,217738,82296,1,2,779,82,392534,23992,373,2159,2057,278,3709,2706,59297,28369
2019,Public or Union Library,Huron Shores,P0R1H0,154,1304,46318,0,4918,25775,46318,6238,0,0,0,0,6,2567,673,0,168,139,6,43,0,1664,1253
2019,Public or Union Library,Ignace,P0T1T0,365,3089,99567,0,6164,41071,63328,12615,80075,0,0,0,4,6525,337,0,145,196,70,119,1,1202,596
2019,Public or Union Library,Innisfil,L9S1V3,28098,114170,3784252,183158,252130,2809910,3713081,59633,60594,1,3,545,61,223619,35178,123,273,604,1870,4953,3723,40784,16579
2019,Public or Union Library,Iroquois Falls,P0K1G0,2248,6120,202324,0,6779,93415,191472,29304,86226,0,0,0,7,35918,1549,0,242,232,33,251,0,4537,2362
2019,First Nations Library,Iskatewizaagegan No. 39 FN,P0X1E0,35,0,13842,0,842,13000,13842,5290,0,0,0,0,10,159,32,5,0,0,3,15,0,328,0
2019,Public or Union Library,James Twp,P0J1G0,326,2251,59133,0,3828,19820,40421,8196,26,0,1,0,8,3700,540,0,49,0,0,3700,0,460,264
2019,Contracting Municipality,Jocelyn Twp,P0R1G0,0,0,1503,0,0,0,1503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,298
2019,Contracting LSB,Jogues LSB,P0L1R0,0,0,448,0,0,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,0
2019,Contracting Municipality,Johnson Twp,P0R1E0,0,0,2405,0,0,0,2405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584,531
2019,Contracting Municipality,Joly Twp,P0A1Z0,0,0,851,0,0,0,851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,164
2019,Public or Union Library,Kapuskasing,P5N1P9,1706,5346,203519,0,34035,142089,194532,28723,0,0,1,0,14,33395,952,0,238,102,9,367,60,6989,4076
2019,Public or Union Library,"Kawartha Lakes, City of",K9V2Y6,19049,37616,2142573,0,464000,1397000,1929623,131884,3500,1,3,1241,59,459232,22600,180,1495,1210,842,4418,4897,75423,39934
2019,Public or Union Library,Kearney & Area,P0A1M0,350,5150,37703,0,7774,25243,40768,8271,80075,0,0,0,4,5725,992,1,95,0,40,52,0,686,1302
2019,Public or Union Library,Kenora City,P9N1S7,3790,42241,711770,203557,75194,517056,709981,54357,80673,0,0,0,27,76071,6694,0,813,754,318,938,3034,15096,7544
2019,Contracting Municipality,Kerns Twp,P0J1P0,0,0,1822,0,0,0,1822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,125
2019,Public or Union Library,"Killaloe, Hagarty & Richards Twp",K0J2A0,1043,9825,109073,0,12705,78343,107400,9594,80075,0,0,0,6,21361,497,42,192,171,7,206,169,2101,1660
2019,Contracting Municipality,Killarney,P0M2A0,0,0,1066,0,0,0,1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937,386
2019,Public or Union Library,King Twp,L7B1A6,9059,25108,1993566,0,199811,1341267,1984805,49734,82308,1,6,71,15,123195,9344,71,1405,1056,215,1439,1751,24916,9510
2019,Public or Union Library,Kingston-Frontenac County,K7L1X8,45559,190349,7945894,329450,1311409,5702982,7850555,314679,13885,1,2,462,102,1260345,43991,609,2006,868,1745,14889,19195,149920,73719
2019,Public or Union Library,Kirkland Lake,P2N1P1,3892,7680,347582,0,29869,256752,347582,37669,80075,0,1,0,8,40994,7733,26,328,538,105,708,12,7981,4685
2019,Public or Union Library,Kitchener,N2H2H1,102276,376344,12591543,771687,1443149,8884707,12591573,399313,39096,1,3,3989,77,2303273,91440,377,639,998,17621,28143,33747,261610,98820
2019,Public or Union Library,La Nation,K0C2B0,4678,3791,467345,0,61824,309995,440120,66879,86265,0,0,0,14,38949,692,0,229,247,2,642,399,12808,5107
2019,Contracting Municipality,La Vallee Twp,P0W1C0,0,0,6201,0,0,0,6201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775,400
2019,Contracting LSB,Lac Ste. Therese LSB,P0L1N0,0,0,695,0,0,0,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
2019,Contracting Municipality,Laird Twp,P0S1C0,0,0,2429,0,0,0,2429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1109,550
2019,Public or Union Library,Lake of Bays Twp,P0A1H0,5335,4453,339233,0,19697,285324,392443,29282,80075,0,0,0,12,60504,9794,46,403,548,229,766,1781,2479,4937
2019,Contracting Municipality,Lake of The Woods Twp,P0W1L0,0,0,4830,0,0,0,4830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,646
2019,"County, County co-operative or Regional Municipality Library",Lambton County,N0N1T0,32774,152455,7550444,931172,818868,5360410,7821093,185009,34144,1,3,1085,106,962953,65145,559,1379,994,1394,12925,11450,126638,59777
2019,Public or Union Library,Lanark Highlands,K0G1K0,697,3578,107919,2676,10317,56752,109699,19331,80075,0,1,0,4,17223,1076,0,276,268,49,174,157,5338,3806
2019,Contracting LSB,Lappe Local Services Board,P7G0K5,0,0,10491,0,0,0,11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,0
2019,Public or Union Library,Larder Lake Public Library,P0K1L0,290,5877,85725,0,6894,59065,80044,11247,80075,0,2,10,5,3311,742,0,12,48,0,26,53,730,466
2019,Public or Union Library,Laurentian Hills,K0J1P0,323,683,114647,0,27371,71013,119252,21327,80075,0,0,0,8,9396,1108,12,72,314,1,83,0,2961,1498
2019,Contracting Municipality,Laurentian Valley Twp,K8A4K5,0,0,121462,0,0,0,121462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8137,4002
2019,Contracting LSB,Laurier LSB,P0A1X0,0,0,552,0,0,0,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0
2019,Public or Union Library,Leeds and the Thousand Islands Twp,K0E1L0,5384,5679,466425,0,48980,319511,664428,14605,0,1,0,0,21,60223,6993,57,326,536,84,754,773,9465,5950
2019,"County, County co-operative or Regional Municipality Library",Lennox and Addington County,K7R4B9,8951,25949,1475802,17744,131206,1143832,1432099,64576,83547,1,2,278,50,216247,18079,209,1140,907,320,1962,1228,42888,19684
2019,Contracting Municipality,Limerick Twp,K0L1W0,0,0,3000,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,427
2019,Public or Union Library,Lincoln,L0R1B0,6537,27388,1196579,30550,125668,956804,1196579,65274,80075,1,1,204,18,193259,13762,141,604,630,400,3557,405,23787,9305
2019,Contracting LSB,Local Services Board of Rainbow Country,P3E1S5,0,0,497,0,0,0,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0
2019,Public or Union Library,London,N6A6H9,174801,874762,22789779,679146,2443691,14614892,21911925,592431,31296,1,5,0,314,3588991,188461,985,3696,1947,16365,50910,78355,393167,176859
2019,LSB Library,"Loring, Port Loring and District Local Services Board",P0H1Y0,440,0,5808,0,5208,0,5808,9300,0,0,0,0,2,4375,220,1,0,0,50,80,10,700,0
2019,First Nations Library,M'Chigeeng FN,P0P1G0,238,0,39633,0,5732,39633,48502,16851,0,0,0,0,3,7440,7715,0,0,0,0,170,0,935,0
2019,Contracting Municipality,"MacDonald, Meredith & Aberdeen Add'l Twp",P0S1C0,0,0,3581,0,0,0,3581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609,829
2019,Public or Union Library,Madawaska Valley Twp,K0J1B0,1157,11614,192326,0,21616,139714,185143,23070,80075,0,1,9,5,19085,1021,1,307,285,20,169,0,3683,3205
2019,Contracting Municipality,Madoc Twp,K0K2K0,0,0,37766,0,0,0,37766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1841,968
2019,First Nations Library,Magnetawan FN,P0G1A0,10,0,13425,0,362,11320,13409,775,0,0,1,1,6,35,23,0,0,0,0,8,0,75,0
2019,Public or Union Library,Magnetawan Twp,P0A1P0,902,700,84223,0,2512,43890,61122,9762,80075,0,0,0,8,7000,1138,0,235,45,50,70,45,1214,2062
2019,Public or Union Library,Manitouwadge,P0T2C0,592,5046,133982,0,10496,105331,133985,24621,80075,0,1,0,5,8004,2103,3,238,222,2,199,0,1698,1214
2019,Public or Union Library,Marathon,P0T2E0,1232,9458,195883,0,8100,146267,182157,15277,80075,0,0,0,6,32125,7341,55,167,295,450,521,250,3273,1669
2019,Public or Union Library,Markham,L3P3A7,161084,883929,17391509,141000,3479871,12180821,17812781,779152,102655,1,9,3917,185,4845118,147357,1352,116,370,38600,53984,49795,349007,101401
2019,Public or Union Library,Markstay-Warren,P0M2G0,820,999,114788,0,8248,92961,115197,12285,81579,0,0,0,10,9708,8729,0,253,0,9,256,0,2301,1352
2019,Public or Union Library,Marmora and Lake Twp,K0K2M0,691,1857,101967,0,7624,79953,119287,16116,80075,0,0,0,8,14789,1189,12,303,0,125,260,50,3092,2700
2019,First Nations Library,Mattagami FN,P0M1W0,35,800,24546,0,0,35978,36280,4713,0,0,0,0,2,800,97,0,0,0,10,50,0,166,0
2019,Public or Union Library,Mattawa,P0H1V0,1500,367,88212,9128,6000,76500,91822,41839,338,0,0,0,11,21790,7530,0,500,25,700,790,200,2114,1063
2019,Contracting Municipality,Mattawan Twp,P0H1V0,0,0,403,0,0,0,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,104
2019,Public or Union Library,Mattice-Val Cote Twp,P0L1T0,269,790,59241,0,7308,49266,62601,12705,6190,0,0,0,6,4716,1218,10,15,3,4,53,0,623,374
2019,Contracting Municipality,"McDougall, Municipality of",P2A2W9,0,0,47019,0,0,0,47019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2702,2800
2019,Public or Union Library,McGarry Twp,P0K1X0,145,878,4875,0,1069,0,5668,7513,0,0,0,0,4,4095,531,1,8,0,0,23,0,609,294
2019,Public or Union Library,McKellar Twp,P0G1C0,343,2504,61641,0,3834,35534,57404,9191,80075,0,0,0,4,8367,1159,0,31,147,25,108,12,1093,1537
2019,Contracting Municipality,"McMurrich-Monteith, the Corporation of the Township of",P0A1Y0,0,0,2589,0,0,0,2589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,824,752
2019,Contracting Municipality,McNab-Braeside Twp,K7S3G8,0,0,121526,0,0,0,121526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7178,3222
2019,Public or Union Library,Meaford,N4L1V4,4856,10710,1118926,0,47303,466828,795145,31251,80184,1,3,105,10,93667,8991,267,965,1314,80,1226,1000,10991,5713
2019,Contracting Municipality,Melancthon Twp,L9V2E6,0,0,63047,0,0,0,63047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3008,1173
2019,Public or Union Library,Merrickville-Wolford,K0G1N0,1567,3601,133000,0,10392,79690,124446,24006,80091,0,0,0,8,30337,2414,0,772,598,14,338,194,3067,1391
2019,First Nations Library,Michipicoten FN,P0S1K0,75,0,56903,0,4048,41673,55739,1077,0,0,0,0,3,40,246,12,0,0,0,28,0,66,0
2019,"County, County co-operative or Regional Municipality Library",Middlesex County Library,N6A2P1,20825,92848,4547998,478260,575996,2891266,4697609,157932,34640,1,2,287,131,462998,51406,146,2507,1778,2586,5526,3176,73887,28126
2019,Public or Union Library,Midland,L4R3M6,19090,36773,1260432,0,79163,855493,1093289,37214,13776,0,2,160,12,353284,10469,0,1317,638,1153,2268,3092,16894,7375
2019,Public or Union Library,Milton,L9T6H7,78171,186395,5062008,431885,691704,3177725,5062008,157783,142028,1,4,2285,104,1594380,59124,54,478,1711,5191,10674,11310,120500,36555
2019,Public or Union Library,Mississauga,L5B3Y3,209025,1257397,29151059,0,4112919,22383419,29151059,854020,53823,1,16,3852,314,6145012,132844,299,882,1252,92859,88199,31403,779100,251900
2019,First Nations Library,Mississauga FN,P0R1B0,460,0,14307,0,14262,250,16485,4015,53,0,0,0,11,35,36,0,0,0,24,31,0,392,0
2019,First Nations Library,Mississaugas of Scugog Island FN,L9L1B6,105,0,10500,0,400,0,10500,1324,0,0,0,0,6,500,420,0,0,0,0,210,0,48,0
2019,Public or Union Library,Mississippi Mills,K0A1A0,5836,23534,691343,0,61016,473115,691343,47124,80075,0,0,0,12,121169,4946,376,1198,1201,222,1271,375,13163,5897
2019,First Nations Library,Mohawks of the Bay of Quinte FN,K0K1X0,830,0,40254,0,5095,34194,56449,1540,82851,0,0,0,8,4200,690,0,0,0,30,80,320,2167,0
2019,Contracting Municipality,Mono,L9W6S3,0,0,116735,0,0,0,116735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10025,3376
2019,Contracting Municipality,Montague Twp,K7A4W6,0,0,22760,0,0,0,22760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2891,1569
2019,Public or Union Library,Moonbeam Twp,P0L1V0,390,3981,119430,0,13971,86490,119539,17583,86265,0,0,0,5,12714,865,1,19,30,10,90,10,1231,768
2019,Contracting Municipality,Morley Twp,P0W1N0,0,0,1400,0,0,0,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,256
2019,Contracting Municipality,Mulmur Twp,L9V0G8,0,0,41177,0,0,0,41177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2884,1729
2019,Public or Union Library,Muskoka Lakes Twp,P0B1J0,2331,15476,528836,66487,34797,308969,529718,36366,80075,0,0,0,5,42834,4069,5,30,17,93,892,255,6588,10140
2019,Contracting Municipality,Nairn & Hyman Twp,P0M2L0,0,0,1382,0,0,0,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,301
2019,First Nations Library,Naotkamegwanning FN,P0X1L0,353,0,14386,0,3847,6563,10410,8350,0,0,0,0,8,500,4,0,0,0,0,1,0,753,0
2019,Contracting Municipality,"Neebing, Municipality of",P7L0B5,0,0,4992,0,0,0,4992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2055,1166
2019,First Nations Library,New Credit FN,N0A1H0,251,0,21885,0,2635,13030,23527,808,0,0,0,0,4,48,506,1,0,0,1,11,0,959,0
2019,Public or Union Library,New Tecumseth,L9R1V6,9255,24784,1770632,0,192962,1392884,1604968,94467,13776,0,1,12,33,261384,18377,104,702,1044,599,2546,421,34242,13191
2019,Public or Union Library,Newmarket,L3Y1W1,23115,109886,3632381,0,352273,2597742,3628337,203192,120697,1,3,1184,54,529798,13380,207,1663,2142,1681,3974,3745,89802,29756
2019,Public or Union Library,Niagara Falls,L2E4C5,40192,86287,5022470,94109,336878,3751971,5059485,110727,4797,1,4,459,50,559484,42550,426,1253,545,2328,8591,9176,88071,37030
2019,Public or Union Library,Niagara-on-the-Lake,L0S1J0,5214,32275,826759,28371,44045,644500,909510,34436,51187,0,2,815,12,96754,5778,120,190,212,96,2167,1599,17511,7026
2019,Public or Union Library,Nipigon Twp,P0T2J0,701,3290,99084,0,9165,66824,100676,13529,80075,0,1,1,4,12796,270,0,196,254,274,176,0,1642,804
2019,First Nations Library,Nipissing FN,P2B3K2,59,250,68860,0,10300,40033,65753,4442,0,0,0,0,10,96,4892,2,0,0,198,120,36,986,0
2019,Public or Union Library,Norfolk County,N3Y4H3,21339,92351,3028596,0,272327,1877753,3241677,115859,100620,0,5,761,132,271091,35443,111,1755,778,1834,5271,1820,64044,30213
2019,Public or Union Library,North Bay,P1B1H1,48884,60309,2542179,500000,188812,1972882,2484369,171322,80075,0,0,0,15,226081,6201,10,583,1776,28,5280,327,51553,22614
2019,Public or Union Library,North Grenville Twp,K0G1J0,6806,12281,583453,0,36970,432476,574307,35993,80556,0,0,0,19,103329,12215,1,2074,1011,289,1986,424,16451,7077
2019,Public or Union Library,North Kawartha Twp,K0L1A0,7113,20847,260304,0,21237,170270,260304,14786,80075,0,1,107,8,22752,949,1,122,255,165,210,110,2145,3949
2019,Public or Union Library,North Perth,N0K1P0,3193,17488,953858,23224,74235,531519,953858,40817,37689,0,1,0,16,95729,9975,172,10863,16984,165,1231,754,13130,5807
2019,Contracting Municipality,North Shore Twp,P0R1A0,0,0,2007,0,0,0,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,367
2019,Public or Union Library,Northeastern Manitoulin and the Islands,P0P1K0,784,8899,134852,0,10062,64928,124205,12896,80075,0,0,0,4,14824,961,1,282,97,15,205,2,2029,2313
2019,Contracting Municipality,O'Connor Twp,P0T1W0,0,0,1220,0,0,0,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663,272
2019,Public or Union Library,Oakville,L6J2Z4,63729,381324,10476855,3210036,982149,7804233,10284361,234925,18850,1,3,2716,100,1918343,62317,127,1856,1762,2690,26161,35849,211000,73164
2019,First Nations Library,Ojibways of Onigaming FN,P0X1K0,150,0,13849,0,0,13849,13849,2800,10,0,0,0,4,800,820,0,0,0,0,700,0,473,0
2019,Public or Union Library,Oliver Paipoonge,P0T2G0,1660,3414,98267,0,15567,68388,95560,13332,80075,0,0,0,10,26120,8536,1,470,366,27,388,0,5922,2396
2019,Public or Union Library,Opasatika,P0L1Z0,139,0,7254,0,0,6317,7254,11074,0,0,0,0,3,1581,0,0,0,0,14,37,0,226,132
2019,Public or Union Library,Orangeville,L9W2M2,7749,223194,1840972,0,190000,1365065,1840972,72014,97480,0,2,98,14,172418,10724,12,1693,2168,0,2973,2287,29986,11065
2019,Public or Union Library,Orillia,L3V3A6,17026,52852,2367718,0,168087,1631120,2369088,71103,80075,1,4,0,20,329186,22340,127,2509,1380,1446,6082,2119,31128,14275
2019,Contracting Municipality,Oro-Medonte Twp,L0L2E0,0,0,272154,0,0,0,272154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21035,11530
2019,Public or Union Library,Oshawa,L1H1N2,43186,172283,9756886,85500,864485,6970871,9756886,267831,25958,1,4,517,72,1282871,35849,42,2313,2722,0,16779,6918,172000,65534
2019,Public or Union Library,Otonabee-South Monaghan Twp,K0L2G0,1990,4558,229746,0,19657,167874,221116,38992,80075,0,0,0,5,30154,1210,6,317,512,15,320,670,6670,2591
2019,Public or Union Library,Ottawa,K1P5M2,308184,1235698,53179758,2493376,5401318,36694924,49670890,1483090,77852,1,7,4156,685,12405783,296386,937,3748,2555,10465,83608,250300,934243,422327
2019,Public or Union Library,Owen Sound & North Grey Union,N4K4K4,11457,56361,1777091,0,140837,1282623,1713023,83505,81321,1,1,19,12,278311,11132,27,1585,2030,479,3390,1804,34585,18917
2019,"County, County co-operative or Regional Municipality Library",Oxford County,N4S7Y3,16351,60360,4372516,22298,477980,2295929,4372514,125845,82117,1,5,0,83,507011,36177,640,1930,1883,1110,4750,5593,68077,29440
2019,Contracting Municipality,Papineau-Cameron Twp,P0H1V0,0,0,1878,0,0,0,1878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016,545
2019,Public or Union Library,Parry Sound,P2A1E3,4162,20493,410457,0,28888,286068,393371,20613,80075,0,0,0,5,48851,3906,5,513,839,37,1693,94,6321,2238
2019,Public or Union Library,Pelham,L0S1E0,7699,62054,964546,0,87351,693331,964547,33155,80303,1,0,0,27,177419,9819,4,436,398,223,1974,736,17110,7104
2019,Public or Union Library,Pembroke,K8A4K5,2344,22063,763710,17000,45732,476554,678459,58840,96708,0,1,84,23,111041,16150,87,1002,1188,47,1667,825,11174,6543
2019,Public or Union Library,Penetanguishene,L9M1R6,4038,16024,532531,16454,44309,462193,558231,30838,80055,0,2,90,6,80425,1387,5,323,104,159,7020,1200,8962,3679
2019,Public or Union Library,Perry Twp,P0A1J0,562,3600,93944,0,10089,61226,93944,12114,80223,0,0,0,6,3893,755,8,77,205,62,200,1,2454,1726
2019,Public or Union Library,Perth and District Union,K7H1T2,6784,32144,838005,39387,70374,427603,655233,38732,80235,0,0,0,15,120230,6113,53,1842,1481,140,1325,200,22330,12380
2019,Public or Union Library,Perth East,N0K1M0,1272,19171,317095,0,32149,161888,283782,19085,37689,0,0,0,9,50703,5047,3,7614,9858,190,369,192,12261,4080
2019,Contracting Municipality,Perth South Twp,N0K1V0,0,0,113387,0,0,0,113387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3810,1602
2019,Public or Union Library,Petawawa,K8H3H5,3299,33145,669621,0,76166,441630,645516,47245,80154,0,1,279,15,108799,11865,0,779,1235,694,1801,596,17187,7034
2019,Public or Union Library,Peterborough,K9H3V7,13375,128274,3729399,509353,513113,2333807,3859796,134190,94289,1,2,280,26,463278,8559,60,969,577,743,6388,4219,82094,36066
2019,LSB Library,Phelps,P0H2A0,127,0,7537,0,111,1500,7473,10750,0,0,0,0,4,2221,0,0,4,0,17,18,2,1500,0
2019,Public or Union Library,Pickering,L1V6K7,40501,124340,6116779,336182,570146,4503643,6116779,150830,106456,1,3,2077,75,948168,23565,60,410,610,7860,10301,12093,96049,31707
2019,Public or Union Library,Port Colborne,L3K4H1,6248,21839,780850,83024,68465,583776,809901,40837,80844,0,2,60,17,151897,4421,30,706,770,231,1195,1336,18306,10304
2019,Public or Union Library,Port Hope,L1A2Y8,11120,20899,942169,0,68323,570314,800180,40917,80075,0,1,305,13,135453,5284,10,862,1004,325,1729,514,16753,7305
2019,Public or Union Library,Powassan & District Union Public Library,P0H1Z0,2169,10485,262741,2399,35569,185431,249095,11850,80075,0,0,0,7,27541,9284,118,555,208,41,546,212,5658,3471
2019,Public or Union Library,Prescott,K0E1T0,1528,4736,171133,0,14090,143193,170962,26084,80075,0,0,0,10,24638,1512,0,547,574,13,250,7,4222,2211
2019,Public or Union Library,Prince Edward County,K0K2T0,8466,52705,1357953,0,137216,927610,1340617,31689,80075,1,1,125,40,179543,14660,60,3174,3054,108,2008,2228,24735,13645
2019,Public or Union Library,Prince Twp Public Library,P6A6K4,249,5223,14033,0,3863,4200,13046,0,80075,0,0,0,5,1568,335,0,43,0,5,52,4,1010,459
2019,Public or Union Library,Quinte West,K8V6X5,8761,34088,1607446,0,139278,1080506,1533494,94744,80165,1,0,0,20,251944,10652,18,1310,1830,376,1758,1310,43577,17830
2019,Public or Union Library,Rainy River,P0W1L0,672,18791,98956,0,11952,46383,96108,14751,146169,0,0,0,4,17982,251,0,496,571,6,167,535,619,455
2019,First Nations Library,Rainy River FN,P0W1E0,80,0,14231,0,0,13653,13653,137,0,0,0,0,7,1383,74,0,0,0,30,90,0,456,0
2019,Public or Union Library,Ramara Twp,L3V0S2,2078,5515,479450,0,25972,307496,454138,17464,93851,0,2,12,12,77685,3227,4,597,413,23,637,14,9488,6028
2019,Public or Union Library,Red Lake,P0V1C0,929,3569,234491,0,13151,166642,231491,25042,80075,0,0,0,13,11469,711,1,214,110,39,268,0,4107,1938
2019,Public or Union Library,Red Rock Twp,P0T2P0,523,976,90462,0,11102,63734,89665,13532,80195,0,1,8,4,6793,938,16,82,0,14,68,0,895,444
2019,Public or Union Library,Renfrew,K7V3A9,3621,20229,553489,31845,42378,440554,530730,22385,80075,0,1,18,21,51325,4541,61,1420,537,0,799,315,6466,3979
2019,Contracting LSB,Restoule LSB,P0H2R0,0,0,4313,0,0,0,4313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,0
2019,Public or Union Library,Richmond Hill,L4C0H5,59093,266589,12501965,522700,1109121,7836451,12501965,337427,43729,1,3,5942,114,2109889,69763,224,614,2745,25686,21515,26465,215316,67627
2019,Public or Union Library,Rideau Lakes Public Library,K0G1E0,2763,7075,576142,18255,43253,367439,546217,31443,80036,1,0,0,11,69474,10279,60,799,654,90,774,770,9050,7703
2019,Contracting LSB,Robinson  LSB,P0P1Y0,0,0,397,0,0,0,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0
2019,Contracting LSB,Rossport LSB,P0T2R0,0,0,289,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
2019,Public or Union Library,Russell,K4R1E1,7884,21845,727408,15050,60775,542756,774647,42802,86265,0,0,0,16,118856,8427,0,1385,751,345,1042,1250,16520,6476
2019,Public or Union Library,Sables-Spanish Rivers Twp,P0P1P0,1444,9170,282374,0,37613,123825,188725,13391,0,0,0,0,12,17673,633,0,265,53,4000,16302,300,3215,1885
2019,First Nations Library,Sachigo Lake FN,P0V2P0,75,0,29548,0,0,28918,28918,11676,0,0,0,0,7,2750,191,2,0,0,0,70,0,536,0
2019,First Nations Library,Sagamok Anishnawbek FN,P0P1P0,93,0,16073,0,4130,29041,34820,3604,0,0,0,0,4,65,0,0,2,0,21,19,25,1610,0
2019,First Nations Library,Saugeen FN,N0H2L0,196,0,74662,0,5000,23742,74662,14256,0,0,2,8,10,3328,381,0,0,0,32,78,0,801,0
2019,Public or Union Library,Sault Ste. Marie,P6A3C3,18757,38091,3406619,269381,179550,2426667,3398155,101564,82264,0,0,0,24,351497,23230,46,1202,659,1488,5539,2894,73879,34676
2019,Public or Union Library,Schreiber Twp,P0T2S0,533,2680,150380,0,10675,111785,145806,11238,80075,0,0,0,3,13165,6233,0,105,83,135,121,15,1059,649
2019,Public or Union Library,Scugog Memorial,L9L1A8,6487,59898,806117,20000,44983,592136,791536,42790,82851,0,1,58,27,138064,8986,64,844,758,743,2702,1147,17382,8778
2019,Public or Union Library,Seguin Twp,P2A2W8,2726,3512,213278,0,17628,154611,205436,32100,80075,0,0,0,17,17889,182,0,332,252,188,541,0,4305,5050
2019,First Nations Library,Seine River FN,P0W1H0,23,0,36128,0,341,241555,252900,8728,0,0,0,0,4,1028,47,0,0,0,0,20,0,360,0
2019,Public or Union Library,Selwyn,K0L1H0,5008,58819,623627,0,87682,355542,608723,58613,80811,0,1,0,22,133695,10366,115,348,534,1255,1101,2171,17060,8709
2019,First Nations Library,Serpent River FN,P0P1B0,15,0,18941,0,0,14553,25669,4127,0,0,0,0,12,230,204,0,0,0,200,200,0,377,0
2019,Public or Union Library,Severn Township Library,L0K1E0,852,1031,282146,0,46055,100322,162051,14914,93851,0,3,0,6,39111,582,2,188,544,52,225,52,11624,7334
2019,Public or Union Library,Shelburne,L9V3L2,4407,12288,416305,0,57347,231775,415027,40290,80075,0,1,46,8,77955,5730,19,1324,559,72,522,125,8126,2904
2019,First Nations Library,Sheshegwaning FN,P0P1X0,50,0,13593,0,4757,13593,19820,2110,0,0,0,0,4,200,63,0,0,0,3,6,0,117,0
2019,"County, County co-operative or Regional Municipality Library",Simcoe County Co-operative,L0L1X0,696,8668,754771,0,332937,384028,754771,20822,13777,0,2,4,4,18054,26,0,9,406,72,68,94,732,0
2019,Public or Union Library,Sioux Lookout,P8T1B3,1709,16550,393222,0,39504,256676,381140,23057,80075,0,1,45,15,39376,4555,6,78,375,1145,1200,217,5488,2677
